experiment,build,cell,aggregate_tps,ttft_avg_ms,ttft_p99_ms,itl_avg_ms,per_user_tps,spec_accept_rate,server_utilization
exp07-phaseD-nvfp4-repne,repne-fork-may5-evening,c2_ctx131072,43.41,28653.5,37825.2,35.465,28.2,0.0539,0.0651
exp07-phaseD-nvfp4-repne,repne-fork-may5-evening,c2_ctx32000,76.04,4535.2,5916.9,27.412,36.5,0.0238,0.0231
exp07-phaseD-nvfp4-repne,repne-fork-may5-evening,c2_ctx32000,75.98,4515.4,5901.1,25.262,39.6,0.0048,0.0000
exp07-phaseD-nvfp4-repne,repne-fork-may5-evening,c2_ctx32000,92.71,4514.4,5896.8,23.225,43.1,0.0931,0.0231
exp07-phaseD-nvfp4-repne,repne-fork-may5-evening,c4_ctx0,175.61,313.4,403.9,24.493,40.8,0.0588,0.0182
exp07-phaseD-nvfp4-repne,repne-fork-may5-evening,c4_ctx0,170.80,254.9,304.2,24.678,40.5,0.0784,0.0182
exp07-phaseD-nvfp4-repne,repne-fork-may5-evening,c4_ctx0,181.10,355.2,438.6,23.741,42.1,0.1667,0.0182
exp07-phaseD-nvfp4-repne,repne-fork-may5-evening,c4_ctx131072,2.38,39091.0,57835.8,1058.032,0.9,0.2222,0.0326
exp07-phaseD-nvfp4-repne,repne-fork-may5-evening,c4_ctx131072,2.31,38532.0,57315.4,1061.203,0.9,0.0000,0.0326
exp07-phaseD-nvfp4-repne,repne-fork-may5-evening,c4_ctx131072,2.28,38167.4,56962.4,1080.358,0.9,0.1111,0.0326
exp07-phaseD-nvfp4-repne,repne-fork-may5-evening,c4_ctx32000,143.81,7692.3,11877.0,31.203,32.0,0.0343,0.0462
exp07-phaseD-nvfp4-repne,repne-fork-may5-evening,c4_ctx32000,162.29,7497.9,11680.8,28.374,35.2,0.0735,0.0116
exp07-phaseD-nvfp4-repne,repne-fork-may5-evening,c4_ctx32000,168.87,7684.9,11868.1,27.849,35.9,0.0976,0.0462
exp08-X1-fp8mtp5,repne-fork-may5-evening,c16_ctx0,1325.75,208.5,306.6,11.700,85.5,0.3513,0.1352
exp08-X1-fp8mtp5,repne-fork-may5-evening,c16_ctx0,1333.67,224.6,322.6,11.667,85.7,0.3453,0.1352
exp08-X1-fp8mtp5,repne-fork-may5-evening,c16_ctx32000,1085.76,2973.4,4459.0,14.400,69.4,0.5550,0.1584
exp08-X1-fp8mtp5,repne-fork-may5-evening,c16_ctx32000,1091.30,2824.3,4410.0,14.635,68.3,0.4646,0.1576
exp08-X1-fp8mtp5,repne-fork-may5-evening,c16_ctx64000,972.07,5939.2,6146.2,16.092,62.1,0.4062,0.1808
exp08-X1-fp8mtp5,repne-fork-may5-evening,c16_ctx64000,954.50,6014.6,6219.1,16.385,61.0,0.3925,0.1808
exp08-X1-fp8mtp5,repne-fork-may5-evening,c32_ctx0,1723.95,410.1,476.2,17.837,56.1,0.3981,0.2822
exp08-X1-fp8mtp5,repne-fork-may5-evening,c32_ctx0,1729.07,382.2,447.0,17.276,57.9,0.4101,0.2797
exp08-X1-fp8mtp5,repne-fork-may5-evening,c32_ctx16000,1543.41,3196.2,3267.7,20.116,49.7,0.3732,0.3050
exp08-X1-fp8mtp5,repne-fork-may5-evening,c32_ctx16000,1579.08,3174.4,3245.2,19.666,50.8,0.3588,0.3050
exp08-X1-fp8mtp5,repne-fork-may5-evening,c32_ctx32000,1407.32,5775.9,5892.7,21.896,45.7,0.3725,0.3131
exp08-X1-fp8mtp5,repne-fork-may5-evening,c32_ctx32000,1417.95,5103.7,5201.4,21.758,46.0,0.3842,0.3131
exp08-X1-fp8mtp5,repne-fork-may5-evening,c8_ctx0,874.96,157.7,273.8,8.690,115.1,0.4259,0.0701
exp08-X1-fp8mtp5,repne-fork-may5-evening,c8_ctx0,856.69,150.7,201.0,8.933,111.9,0.3563,0.0701
exp08-X1-fp8mtp5,repne-fork-may5-evening,c8_ctx131072,535.45,3384.5,5761.9,14.000,71.4,0.5387,0.1369
exp08-X1-fp8mtp5,repne-fork-may5-evening,c8_ctx131072,529.65,3367.4,6066.5,14.585,68.6,0.4976,0.1343
exp08-X1-fp8mtp5,repne-fork-may5-evening,c8_ctx32000,779.32,1444.0,2602.3,9.964,100.4,0.3436,0.0896
exp08-X1-fp8mtp5,repne-fork-may5-evening,c8_ctx32000,779.29,1240.5,2276.4,9.930,100.7,0.3485,0.0900
exp08-X1-fp8mtp3,repne-fork-may5-evening,c16_ctx0,1518.84,224.0,331.8,10.374,96.4,0.4918,0.0928
exp08-X1-fp8mtp3,repne-fork-may5-evening,c16_ctx0,1522.44,198.1,300.1,10.363,96.5,0.5164,0.0928
exp08-X1-fp8mtp3,repne-fork-may5-evening,c16_ctx32000,1180.66,2459.8,4600.6,14.195,70.4,0.6185,0.1085
exp08-X1-fp8mtp3,repne-fork-may5-evening,c16_ctx32000,1191.33,2416.9,4602.9,14.092,71.0,0.5783,0.1085
exp08-X1-fp8mtp3,repne-fork-may5-evening,c16_ctx64000,1050.47,6704.1,7359.4,14.197,70.4,0.5296,0.0435
exp08-X1-fp8mtp3,repne-fork-may5-evening,c16_ctx64000,1043.66,6501.9,6734.4,14.804,67.5,0.5687,0.0551
exp08-X1-fp8mtp3,repne-fork-may5-evening,c32_ctx0,2074.83,313.4,457.3,14.914,67.1,0.5353,0.1723
exp08-X1-fp8mtp3,repne-fork-may5-evening,c32_ctx0,2092.65,327.4,500.2,14.884,67.2,0.5147,0.1723
exp08-X1-fp8mtp3,repne-fork-may5-evening,c32_ctx16000,1895.16,6877.0,8406.3,17.396,57.5,0.4972,0.2323
exp08-X1-fp8mtp3,repne-fork-may5-evening,c32_ctx16000,1889.41,6883.6,8409.6,17.417,57.4,0.5398,0.2327
exp08-X1-fp8mtp3,repne-fork-may5-evening,c32_ctx32000,1665.93,8283.9,8539.0,18.902,52.9,0.5115,0.2277
exp08-X1-fp8mtp3,repne-fork-may5-evening,c32_ctx32000,1646.68,8180.2,8447.5,19.128,52.3,0.5385,0.2277
exp08-X1-fp8mtp3,repne-fork-may5-evening,c8_ctx0,866.83,147.5,240.0,8.827,113.3,0.5241,0.0489
exp08-X1-fp8mtp3,repne-fork-may5-evening,c8_ctx0,883.11,167.2,261.5,8.933,111.9,0.5368,0.0497
exp08-X1-fp8mtp3,repne-fork-may5-evening,c8_ctx131072,539.68,4025.7,6664.5,19.277,51.9,0.6333,0.0716
exp08-X1-fp8mtp3,repne-fork-may5-evening,c8_ctx131072,529.22,3832.4,6695.0,16.059,62.3,0.7253,0.1130
exp08-X1-fp8mtp3,repne-fork-may5-evening,c8_ctx32000,794.80,1315.0,2329.7,9.780,102.2,0.5271,0.0667
exp08-X1-fp8mtp3,repne-fork-may5-evening,c8_ctx32000,796.07,1258.7,2326.3,9.784,102.2,0.5052,0.0667
exp08-X1-fp8nospec,repne-fork-may5-evening,c16_ctx0,1127.09,179.1,236.0,14.019,71.3,0.0000,0.0247
exp08-X1-fp8nospec,repne-fork-may5-evening,c16_ctx0,1126.29,210.5,255.8,14.010,71.4,0.0000,0.0247
exp08-X1-fp8nospec,repne-fork-may5-evening,c16_ctx32000,983.56,1817.1,1856.6,16.178,61.8,0.0000,0.0524
exp08-X1-fp8nospec,repne-fork-may5-evening,c16_ctx32000,983.32,1821.3,1904.1,16.198,61.7,0.0000,0.0524
exp08-X1-fp8nospec,repne-fork-may5-evening,c16_ctx64000,861.90,3751.6,3819.9,18.360,54.5,0.0000,0.0678
exp08-X1-fp8nospec,repne-fork-may5-evening,c16_ctx64000,862.12,3758.4,3829.9,18.350,54.5,0.0000,0.0678
exp08-X1-fp8nospec,repne-fork-may5-evening,c32_ctx0,1875.93,345.7,369.8,16.453,60.8,0.0000,0.0493
exp08-X1-fp8nospec,repne-fork-may5-evening,c32_ctx0,1875.01,340.3,408.1,17.130,58.4,0.0000,0.0493
exp08-X1-fp8nospec,repne-fork-may5-evening,c32_ctx16000,1710.48,2268.6,2312.4,18.580,53.8,0.0000,0.0000
exp08-X1-fp8nospec,repne-fork-may5-evening,c32_ctx16000,1707.83,2330.6,2372.7,18.626,53.7,0.0000,0.0000
exp08-X1-fp8nospec,repne-fork-may5-evening,c32_ctx32000,1513.11,3839.9,3897.3,20.898,47.9,0.0000,0.0000
exp08-X1-fp8nospec,repne-fork-may5-evening,c32_ctx32000,1515.42,3846.9,3905.5,20.876,47.9,0.0000,0.0000
exp08-X1-fp8nospec,repne-fork-may5-evening,c8_ctx0,573.45,119.4,147.2,13.848,72.2,0.0000,0.0123
exp08-X1-fp8nospec,repne-fork-may5-evening,c8_ctx0,573.71,121.0,153.3,13.849,72.2,0.0000,0.0123
exp08-X1-fp8nospec,repne-fork-may5-evening,c8_ctx131072,430.87,3788.5,3867.5,18.379,54.4,0.0000,0.0817
exp08-X1-fp8nospec,repne-fork-may5-evening,c8_ctx131072,431.07,3778.4,3858.7,18.361,54.5,0.0000,0.0817
exp08-X1-fp8nospec,repne-fork-may5-evening,c8_ctx32000,521.47,832.9,1007.4,14.912,67.1,0.0000,0.0277
exp08-X1-fp8nospec,repne-fork-may5-evening,c8_ctx32000,520.46,846.6,970.0,14.844,67.4,0.0000,0.0277
